"gene","raw_cutree_cluster","trend_cluster"
"Zm00001eb114270",6,"C1"
"Zm00001eb077900",3,"C4"
"Zm00001eb068830",2,"C2"
"Zm00001eb097580",6,"C1"
"Zm00001eb092540",1,"C7"
"Zm00001eb075080",6,"C1"
"Zm00001eb116910",3,"C4"
"Zm00001eb072800",3,"C4"
"Zm00001eb102350",6,"C1"
"Zm00001eb076030",3,"C4"
"Zm00001eb067640",2,"C2"
"Zm00001eb096130",2,"C2"
"Zm00001eb089650",3,"C4"
"Zm00001eb103880",3,"C4"
"Zm00001eb094740",6,"C1"
"Zm00001eb106490",7,"C6"
"Zm00001eb098850",2,"C2"
"Zm00001eb098250",2,"C2"
"Zm00001eb081650",2,"C2"
"Zm00001eb117500",2,"C2"
"Zm00001eb100210",1,"C7"
"Zm00001eb093290",2,"C2"
"Zm00001eb100060",6,"C1"
"Zm00001eb108600",2,"C2"
"Zm00001eb075730",3,"C4"
"Zm00001eb100720",5,"C5"
"Zm00001eb108960",2,"C2"
"Zm00001eb078370",2,"C2"
"Zm00001eb106590",2,"C2"
"Zm00001eb112090",3,"C4"
"Zm00001eb116720",6,"C1"
"Zm00001eb106240",7,"C6"
"Zm00001eb070730",2,"C2"
"Zm00001eb095030",1,"C7"
"Zm00001eb073540",2,"C2"
"Zm00001eb091060",3,"C4"
"Zm00001eb110320",2,"C2"
"Zm00001eb068560",2,"C2"
"Zm00001eb084670",2,"C2"
"Zm00001eb113220",7,"C6"
"Zm00001eb084540",6,"C1"
"Zm00001eb065800",6,"C1"
"Zm00001eb086040",2,"C2"
"Zm00001eb081430",3,"C4"
"Zm00001eb111510",2,"C2"
"Zm00001eb109610",2,"C2"
"Zm00001eb110080",5,"C5"
"Zm00001eb067730",2,"C2"
"Zm00001eb082360",2,"C2"
"Zm00001eb077770",6,"C1"
"Zm00001eb070040",3,"C4"
"Zm00001eb094300",3,"C4"
"Zm00001eb070570",2,"C2"
"Zm00001eb097530",3,"C4"
"Zm00001eb113410",1,"C7"
"Zm00001eb080350",6,"C1"
"Zm00001eb094380",2,"C2"
"Zm00001eb113740",6,"C1"
"Zm00001eb117740",3,"C4"
"Zm00001eb098980",3,"C4"
"Zm00001eb086830",2,"C2"
"Zm00001eb101220",3,"C4"
"Zm00001eb071190",7,"C6"
"Zm00001eb065710",4,"C3"
"Zm00001eb109710",5,"C5"
"Zm00001eb066140",3,"C4"
"Zm00001eb114990",2,"C2"
"Zm00001eb082730",6,"C1"
"Zm00001eb084730",2,"C2"
"Zm00001eb084350",3,"C4"
"Zm00001eb089070",1,"C7"
"Zm00001eb079870",2,"C2"
"Zm00001eb110580",5,"C5"
"Zm00001eb071350",6,"C1"
"Zm00001eb098220",6,"C1"
"Zm00001eb111860",2,"C2"
"Zm00001eb096860",2,"C2"
"Zm00001eb101130",2,"C2"
"Zm00001eb103250",5,"C5"
"Zm00001eb103580",6,"C1"
"Zm00001eb070820",2,"C2"
"Zm00001eb100930",3,"C4"
"Zm00001eb076950",6,"C1"
"Zm00001eb106890",2,"C2"
"Zm00001eb102550",5,"C5"
"Zm00001eb076680",1,"C7"
"Zm00001eb074530",4,"C3"
"Zm00001eb117590",3,"C4"
"Zm00001eb094220",3,"C4"
"Zm00001eb111350",7,"C6"
"Zm00001eb070200",2,"C2"
"Zm00001eb112000",1,"C7"
"Zm00001eb110840",3,"C4"
"Zm00001eb069220",5,"C5"
"Zm00001eb069260",3,"C4"
"Zm00001eb076120",7,"C6"
"Zm00001eb086500",2,"C2"
"Zm00001eb097740",6,"C1"
"Zm00001eb093250",6,"C1"
"Zm00001eb071130",5,"C5"
"Zm00001eb092080",3,"C4"
"Zm00001eb065900",6,"C1"
"Zm00001eb081930",2,"C2"
"Zm00001eb109890",2,"C2"
"Zm00001eb073720",6,"C1"
"Zm00001eb103740",6,"C1"
"Zm00001eb068720",6,"C1"
"Zm00001eb100190",7,"C6"
"Zm00001eb102780",3,"C4"
"Zm00001eb110650",5,"C5"
"Zm00001eb106050",2,"C2"
"Zm00001eb104410",6,"C1"
"Zm00001eb099720",5,"C5"
"Zm00001eb074940",1,"C7"
"Zm00001eb091500",2,"C2"
"Zm00001eb098520",3,"C4"
"Zm00001eb084560",3,"C4"
"Zm00001eb079360",3,"C4"
"Zm00001eb069620",2,"C2"
"Zm00001eb067490",2,"C2"
"Zm00001eb111400",6,"C1"
"Zm00001eb071460",7,"C6"
"Zm00001eb073920",2,"C2"
"Zm00001eb097100",5,"C5"
"Zm00001eb078800",3,"C4"
"Zm00001eb070670",6,"C1"
"Zm00001eb065610",2,"C2"
"Zm00001eb108530",7,"C6"
"Zm00001eb089790",2,"C2"
"Zm00001eb080540",3,"C4"
"Zm00001eb100170",6,"C1"
"Zm00001eb080840",1,"C7"
"Zm00001eb103750",2,"C2"
"Zm00001eb116960",1,"C7"
"Zm00001eb101060",7,"C6"
"Zm00001eb071820",5,"C5"
"Zm00001eb067960",6,"C1"
"Zm00001eb080070",2,"C2"
"Zm00001eb079950",6,"C1"
"Zm00001eb096500",3,"C4"
"Zm00001eb103310",3,"C4"
"Zm00001eb083200",3,"C4"
"Zm00001eb066660",7,"C6"
"Zm00001eb106300",6,"C1"
"Zm00001eb072120",6,"C1"
"Zm00001eb102980",3,"C4"
"Zm00001eb067350",6,"C1"
"Zm00001eb071240",3,"C4"
"Zm00001eb104070",3,"C4"
"Zm00001eb102460",6,"C1"
"Zm00001eb096690",2,"C2"
"Zm00001eb066420",2,"C2"
"Zm00001eb105900",5,"C5"
"Zm00001eb079340",4,"C3"
"Zm00001eb117070",2,"C2"
"Zm00001eb103370",3,"C4"
"Zm00001eb081140",7,"C6"
"Zm00001eb070310",7,"C6"
"Zm00001eb092070",3,"C4"
"Zm00001eb084860",3,"C4"
"Zm00001eb071740",2,"C2"
"Zm00001eb107530",3,"C4"
"Zm00001eb101380",6,"C1"
"Zm00001eb072270",2,"C2"
"Zm00001eb072860",6,"C1"
"Zm00001eb083760",6,"C1"
"Zm00001eb111480",3,"C4"
"Zm00001eb100350",2,"C2"
"Zm00001eb086680",5,"C5"
"Zm00001eb073790",6,"C1"
"Zm00001eb073580",6,"C1"
"Zm00001eb106180",2,"C2"
"Zm00001eb104710",7,"C6"
"Zm00001eb083870",7,"C6"
"Zm00001eb114030",6,"C1"
"Zm00001eb080380",1,"C7"
"Zm00001eb107900",3,"C4"
"Zm00001eb086800",2,"C2"
"Zm00001eb071650",7,"C6"
"Zm00001eb078590",6,"C1"
"Zm00001eb113310",5,"C5"
"Zm00001eb089630",3,"C4"
"Zm00001eb079470",6,"C1"
"Zm00001eb095270",3,"C4"
"Zm00001eb069130",3,"C4"
"Zm00001eb086050",2,"C2"
"Zm00001eb115900",5,"C5"
"Zm00001eb094690",2,"C2"
"Zm00001eb076830",2,"C2"
"Zm00001eb099970",6,"C1"
"Zm00001eb094880",3,"C4"
"Zm00001eb111000",3,"C4"
"Zm00001eb112260",3,"C4"
"Zm00001eb099490",3,"C4"
"Zm00001eb082370",2,"C2"
"Zm00001eb102400",6,"C1"
"Zm00001eb109360",3,"C4"
"Zm00001eb074210",1,"C7"
"Zm00001eb111920",3,"C4"
"Zm00001eb117770",3,"C4"
"Zm00001eb115980",2,"C2"
"Zm00001eb095930",7,"C6"
"Zm00001eb116230",1,"C7"
"Zm00001eb091780",7,"C6"
"Zm00001eb073180",6,"C1"
"Zm00001eb105640",3,"C4"
"Zm00001eb112550",6,"C1"
"Zm00001eb105550",3,"C4"
"Zm00001eb108420",3,"C4"
"Zm00001eb116430",6,"C1"
"Zm00001eb101950",3,"C4"
"Zm00001eb075570",2,"C2"
"Zm00001eb077710",2,"C2"
"Zm00001eb107490",7,"C6"
"Zm00001eb112900",6,"C1"
"Zm00001eb105510",3,"C4"
"Zm00001eb110350",2,"C2"
"Zm00001eb080640",2,"C2"
"Zm00001eb082660",5,"C5"
"Zm00001eb096930",4,"C3"
"Zm00001eb103820",2,"C2"
"Zm00001eb084770",2,"C2"
"Zm00001eb071010",5,"C5"
"Zm00001eb086520",2,"C2"
"Zm00001eb075250",7,"C6"
"Zm00001eb109130",6,"C1"
"Zm00001eb096260",6,"C1"
"Zm00001eb108610",2,"C2"
"Zm00001eb098730",6,"C1"
"Zm00001eb078100",2,"C2"
"Zm00001eb068340",2,"C2"
"Zm00001eb082310",6,"C1"
"Zm00001eb079170",7,"C6"
"Zm00001eb068760",6,"C1"
"Zm00001eb082230",2,"C2"
"Zm00001eb096490",7,"C6"
"Zm00001eb085130",5,"C5"
"Zm00001eb097710",3,"C4"
"Zm00001eb065760",3,"C4"
"Zm00001eb068570",2,"C2"
"Zm00001eb099820",7,"C6"
"Zm00001eb109900",3,"C4"
"Zm00001eb102740",2,"C2"
"Zm00001eb108300",3,"C4"
"Zm00001eb110460",5,"C5"
"Zm00001eb074120",3,"C4"
"Zm00001eb112480",7,"C6"
"Zm00001eb071540",2,"C2"
"Zm00001eb079310",2,"C2"
"Zm00001eb111890",2,"C2"
"Zm00001eb071070",2,"C2"
"Zm00001eb104730",1,"C7"
"Zm00001eb093800",6,"C1"
"Zm00001eb095730",2,"C2"
"Zm00001eb117030",2,"C2"
"Zm00001eb110890",2,"C2"
"Zm00001eb113730",3,"C4"
"Zm00001eb081120",2,"C2"
"Zm00001eb090390",6,"C1"
"Zm00001eb078510",2,"C2"
"Zm00001eb106080",6,"C1"
"Zm00001eb084360",1,"C7"
"Zm00001eb069190",3,"C4"
"Zm00001eb095640",2,"C2"
"Zm00001eb066940",2,"C2"
"Zm00001eb097290",3,"C4"
"Zm00001eb073980",5,"C5"
"Zm00001eb078970",3,"C4"
"Zm00001eb072310",6,"C1"
"Zm00001eb066870",2,"C2"
"Zm00001eb077920",3,"C4"
"Zm00001eb079760",3,"C4"
"Zm00001eb079780",1,"C7"
"Zm00001eb097360",2,"C2"
"Zm00001eb108390",6,"C1"
"Zm00001eb111630",2,"C2"
"Zm00001eb102300",2,"C2"
"Zm00001eb097000",3,"C4"
"Zm00001eb082970",2,"C2"
"Zm00001eb081350",3,"C4"
"Zm00001eb101920",2,"C2"
"Zm00001eb113970",2,"C2"
"Zm00001eb076460",2,"C2"
"Zm00001eb103180",2,"C2"
"Zm00001eb070980",5,"C5"
"Zm00001eb073810",2,"C2"
"Zm00001eb109140",3,"C4"
"Zm00001eb070500",6,"C1"
"Zm00001eb111900",2,"C2"
"Zm00001eb099120",2,"C2"
"Zm00001eb095440",2,"C2"
"Zm00001eb096140",3,"C4"
"Zm00001eb116340",2,"C2"
"Zm00001eb069010",3,"C4"
"Zm00001eb103570",2,"C2"
"Zm00001eb118150",2,"C2"
"Zm00001eb100750",2,"C2"
"Zm00001eb104860",3,"C4"
"Zm00001eb086530",3,"C4"
"Zm00001eb116570",2,"C2"
"Zm00001eb105780",2,"C2"
"Zm00001eb093420",2,"C2"
"Zm00001eb116970",6,"C1"
"Zm00001eb084530",2,"C2"
"Zm00001eb100550",6,"C1"
"Zm00001eb111820",2,"C2"
"Zm00001eb067460",2,"C2"
"Zm00001eb093140",7,"C6"
"Zm00001eb115510",2,"C2"
"Zm00001eb066000",1,"C7"
"Zm00001eb091580",3,"C4"
"Zm00001eb097850",6,"C1"
"Zm00001eb080410",2,"C2"
"Zm00001eb078010",7,"C6"
"Zm00001eb080500",6,"C1"
"Zm00001eb114370",2,"C2"
"Zm00001eb101700",5,"C5"
"Zm00001eb101420",3,"C4"
"Zm00001eb113140",3,"C4"
"Zm00001eb096610",2,"C2"
"Zm00001eb112540",6,"C1"
"Zm00001eb075120",2,"C2"
"Zm00001eb079260",3,"C4"
"Zm00001eb077430",2,"C2"
"Zm00001eb078940",2,"C2"
"Zm00001eb092100",2,"C2"
"Zm00001eb100140",7,"C6"
"Zm00001eb096870",1,"C7"
"Zm00001eb066340",2,"C2"
"Zm00001eb065650",2,"C2"
"Zm00001eb066150",2,"C2"
"Zm00001eb110790",5,"C5"
"Zm00001eb094310",3,"C4"
"Zm00001eb088290",3,"C4"
"Zm00001eb102360",3,"C4"
"Zm00001eb095230",7,"C6"
"Zm00001eb082840",2,"C2"
"Zm00001eb079320",6,"C1"
"Zm00001eb099870",3,"C4"
"Zm00001eb085950",3,"C4"
"Zm00001eb117430",7,"C6"
"Zm00001eb095190",3,"C4"
"Zm00001eb074870",5,"C5"
"Zm00001eb116350",6,"C1"
"Zm00001eb078560",2,"C2"
"Zm00001eb070400",3,"C4"
"Zm00001eb086280",2,"C2"
"Zm00001eb099670",3,"C4"
"Zm00001eb088940",6,"C1"
"Zm00001eb073740",6,"C1"
"Zm00001eb110630",1,"C7"
"Zm00001eb109660",2,"C2"
"Zm00001eb103700",7,"C6"
"Zm00001eb111340",6,"C1"
"Zm00001eb106360",3,"C4"
"Zm00001eb067220",6,"C1"
"Zm00001eb066800",2,"C2"
"Zm00001eb075420",7,"C6"
"Zm00001eb117100",6,"C1"
"Zm00001eb082630",6,"C1"
"Zm00001eb080850",3,"C4"
"Zm00001eb097940",2,"C2"
"Zm00001eb109490",2,"C2"
"Zm00001eb101880",7,"C6"
"Zm00001eb098540",2,"C2"
"Zm00001eb081280",1,"C7"
"Zm00001eb112310",3,"C4"
"Zm00001eb104760",3,"C4"
"Zm00001eb067650",2,"C2"
"Zm00001eb107990",7,"C6"
"Zm00001eb113600",3,"C4"
"Zm00001eb097390",2,"C2"
"Zm00001eb107050",3,"C4"
"Zm00001eb092190",2,"C2"
"Zm00001eb080520",6,"C1"
"Zm00001eb074540",2,"C2"
"Zm00001eb108950",2,"C2"
"Zm00001eb100660",2,"C2"
"Zm00001eb082760",3,"C4"
"Zm00001eb094480",2,"C2"
"Zm00001eb091720",2,"C2"
"Zm00001eb085010",6,"C1"
"Zm00001eb085870",2,"C2"
"Zm00001eb065860",2,"C2"
"Zm00001eb115120",2,"C2"
"Zm00001eb108620",2,"C2"
"Zm00001eb077840",6,"C1"
"Zm00001eb076130",3,"C4"
"Zm00001eb072680",5,"C5"
"Zm00001eb072940",3,"C4"
"Zm00001eb085340",3,"C4"
"Zm00001eb068960",2,"C2"
"Zm00001eb111910",6,"C1"
"Zm00001eb108550",1,"C7"
"Zm00001eb117230",3,"C4"
"Zm00001eb104950",2,"C2"
"Zm00001eb103060",6,"C1"
"Zm00001eb086000",6,"C1"
"Zm00001eb098840",7,"C6"
"Zm00001eb078140",6,"C1"
"Zm00001eb067160",2,"C2"
"Zm00001eb101630",3,"C4"
"Zm00001eb104680",7,"C6"
"Zm00001eb071020",3,"C4"
"Zm00001eb104720",2,"C2"
"Zm00001eb078990",2,"C2"
"Zm00001eb103490",6,"C1"
"Zm00001eb068350",2,"C2"
"Zm00001eb112950",2,"C2"
"Zm00001eb091920",7,"C6"
"Zm00001eb081030",1,"C7"
"Zm00001eb117080",2,"C2"
"Zm00001eb082150",2,"C2"
"Zm00001eb092040",6,"C1"
"Zm00001eb109680",6,"C1"
"Zm00001eb116740",7,"C6"
"Zm00001eb090540",6,"C1"
"Zm00001eb103480",6,"C1"
"Zm00001eb069320",7,"C6"
"Zm00001eb103990",6,"C1"
"Zm00001eb100950",7,"C6"
"Zm00001eb118100",2,"C2"
"Zm00001eb111850",3,"C4"
"Zm00001eb066010",2,"C2"
"Zm00001eb100600",2,"C2"
"Zm00001eb086340",2,"C2"
"Zm00001eb094750",7,"C6"
"Zm00001eb071770",3,"C4"
"Zm00001eb083630",3,"C4"
"Zm00001eb110830",6,"C1"
"Zm00001eb107520",3,"C4"
"Zm00001eb094240",2,"C2"
"Zm00001eb094630",2,"C2"
"Zm00001eb085520",5,"C5"
"Zm00001eb068710",2,"C2"
"Zm00001eb115680",3,"C4"
"Zm00001eb099500",3,"C4"
"Zm00001eb073410",6,"C1"
"Zm00001eb106370",7,"C6"
"Zm00001eb068000",1,"C7"
"Zm00001eb110510",6,"C1"
"Zm00001eb107480",1,"C7"
"Zm00001eb093320",2,"C2"
"Zm00001eb066670",2,"C2"
"Zm00001eb081230",2,"C2"
"Zm00001eb069520",6,"C1"
"Zm00001eb106450",2,"C2"
"Zm00001eb091980",3,"C4"
"Zm00001eb069630",1,"C7"
"Zm00001eb096760",3,"C4"
"Zm00001eb098490",2,"C2"
"Zm00001eb095200",2,"C2"
"Zm00001eb099030",2,"C2"
"Zm00001eb067500",2,"C2"
"Zm00001eb075630",1,"C7"
"Zm00001eb077120",2,"C2"
"Zm00001eb076770",2,"C2"
"Zm00001eb099280",2,"C2"
"Zm00001eb118240",1,"C7"
"Zm00001eb100440",6,"C1"
"Zm00001eb097220",3,"C4"
"Zm00001eb102840",2,"C2"
"Zm00001eb078220",5,"C5"
"Zm00001eb085760",2,"C2"
"Zm00001eb095370",6,"C1"
"Zm00001eb066950",3,"C4"
"Zm00001eb086780",2,"C2"
"Zm00001eb097480",6,"C1"
"Zm00001eb079980",5,"C5"
"Zm00001eb090590",2,"C2"
"Zm00001eb107400",6,"C1"
"Zm00001eb090730",2,"C2"
"Zm00001eb108170",6,"C1"
"Zm00001eb079290",2,"C2"
"Zm00001eb092230",6,"C1"
"Zm00001eb105530",6,"C1"
"Zm00001eb085680",7,"C6"
"Zm00001eb095070",2,"C2"
"Zm00001eb105810",3,"C4"
"Zm00001eb111990",7,"C6"
"Zm00001eb088470",2,"C2"
"Zm00001eb078070",4,"C3"
"Zm00001eb068240",2,"C2"
"Zm00001eb066610",6,"C1"
"Zm00001eb114360",2,"C2"
"Zm00001eb098030",3,"C4"
"Zm00001eb070910",2,"C2"
"Zm00001eb098450",6,"C1"
"Zm00001eb077530",3,"C4"
"Zm00001eb104540",2,"C2"
"Zm00001eb081190",2,"C2"
"Zm00001eb103200",7,"C6"
"Zm00001eb107190",6,"C1"
"Zm00001eb097950",7,"C6"
"Zm00001eb067190",7,"C6"
"Zm00001eb107250",6,"C1"
"Zm00001eb068550",2,"C2"
"Zm00001eb072460",5,"C5"
"Zm00001eb112700",3,"C4"
"Zm00001eb110260",2,"C2"
"Zm00001eb082280",5,"C5"
"Zm00001eb095540",2,"C2"
"Zm00001eb109550",3,"C4"
"Zm00001eb066850",6,"C1"
"Zm00001eb117640",3,"C4"
"Zm00001eb117850",2,"C2"
"Zm00001eb106900",2,"C2"
"Zm00001eb093120",3,"C4"
"Zm00001eb071430",7,"C6"
"Zm00001eb110370",6,"C1"
"Zm00001eb111790",2,"C2"
"Zm00001eb077010",3,"C4"
"Zm00001eb090760",3,"C4"
"Zm00001eb074650",3,"C4"
"Zm00001eb087130",2,"C2"
"Zm00001eb070060",2,"C2"
"Zm00001eb095880",6,"C1"
"Zm00001eb072540",6,"C1"
"Zm00001eb111300",2,"C2"
"Zm00001eb110980",5,"C5"
"Zm00001eb087930",2,"C2"
"Zm00001eb090910",5,"C5"
"Zm00001eb073670",2,"C2"
"Zm00001eb066840",3,"C4"
"Zm00001eb088250",2,"C2"
"Zm00001eb079910",2,"C2"
"Zm00001eb066730",2,"C2"
"Zm00001eb078410",6,"C1"
"Zm00001eb101480",6,"C1"
"Zm00001eb103470",6,"C1"
"Zm00001eb093280",2,"C2"
"Zm00001eb091070",3,"C4"
"Zm00001eb084940",6,"C1"
"Zm00001eb093150",2,"C2"
"Zm00001eb072890",5,"C5"
"Zm00001eb067920",3,"C4"
"Zm00001eb098340",7,"C6"
"Zm00001eb082830",2,"C2"
"Zm00001eb074070",6,"C1"
"Zm00001eb111730",6,"C1"
"Zm00001eb082050",7,"C6"
"Zm00001eb106420",6,"C1"
"Zm00001eb095100",2,"C2"
"Zm00001eb111960",2,"C2"
"Zm00001eb094910",5,"C5"
"Zm00001eb107910",7,"C6"
"Zm00001eb090500",2,"C2"
"Zm00001eb101270",3,"C4"
"Zm00001eb083570",5,"C5"
"Zm00001eb065560",7,"C6"
"Zm00001eb115650",2,"C2"
"Zm00001eb095770",6,"C1"
"Zm00001eb073520",2,"C2"
"Zm00001eb097790",2,"C2"
"Zm00001eb082920",2,"C2"
"Zm00001eb075450",6,"C1"
"Zm00001eb075760",1,"C7"
"Zm00001eb112170",5,"C5"
"Zm00001eb098040",2,"C2"
"Zm00001eb066830",3,"C4"
"Zm00001eb082210",2,"C2"
"Zm00001eb078120",3,"C4"
"Zm00001eb085770",7,"C6"
"Zm00001eb084080",2,"C2"
"Zm00001eb073870",3,"C4"
"Zm00001eb102430",2,"C2"
"Zm00001eb117930",2,"C2"
"Zm00001eb066620",2,"C2"
"Zm00001eb115870",6,"C1"
"Zm00001eb104990",6,"C1"
"Zm00001eb107810",7,"C6"
"Zm00001eb103090",2,"C2"
"Zm00001eb116400",2,"C2"
"Zm00001eb109640",3,"C4"
"Zm00001eb098590",6,"C1"
"Zm00001eb080370",2,"C2"
"Zm00001eb101360",5,"C5"
"Zm00001eb084290",1,"C7"
"Zm00001eb115490",2,"C2"
"Zm00001eb092730",3,"C4"
"Zm00001eb067560",6,"C1"
"Zm00001eb115010",3,"C4"
"Zm00001eb102540",7,"C6"
"Zm00001eb082540",7,"C6"
"Zm00001eb076020",3,"C4"
"Zm00001eb084630",7,"C6"
"Zm00001eb080610",7,"C6"
"Zm00001eb104670",2,"C2"
"Zm00001eb084590",5,"C5"
"Zm00001eb094700",5,"C5"
"Zm00001eb094400",2,"C2"
"Zm00001eb076840",3,"C4"
"Zm00001eb094320",3,"C4"
"Zm00001eb102120",3,"C4"
"Zm00001eb081810",3,"C4"
"Zm00001eb085350",2,"C2"
"Zm00001eb110960",6,"C1"
"Zm00001eb069600",2,"C2"
"Zm00001eb069450",6,"C1"
"Zm00001eb081070",5,"C5"
"Zm00001eb070230",2,"C2"
"Zm00001eb103410",2,"C2"
"Zm00001eb106910",7,"C6"
"Zm00001eb114070",6,"C1"
"Zm00001eb104220",2,"C2"
"Zm00001eb086400",2,"C2"
"Zm00001eb111660",7,"C6"
"Zm00001eb104510",6,"C1"
"Zm00001eb072050",3,"C4"
"Zm00001eb104280",2,"C2"
"Zm00001eb111120",2,"C2"
"Zm00001eb083810",2,"C2"
"Zm00001eb099580",7,"C6"
"Zm00001eb075370",7,"C6"
"Zm00001eb067380",1,"C7"
"Zm00001eb086860",3,"C4"
"Zm00001eb097750",2,"C2"
"Zm00001eb095510",7,"C6"
"Zm00001eb071150",6,"C1"
"Zm00001eb094250",2,"C2"
"Zm00001eb094550",2,"C2"
"Zm00001eb076600",7,"C6"
"Zm00001eb113710",2,"C2"
"Zm00001eb084410",2,"C2"
"Zm00001eb067710",1,"C7"
"Zm00001eb084430",7,"C6"
"Zm00001eb089170",6,"C1"
"Zm00001eb077160",7,"C6"
"Zm00001eb071730",6,"C1"
"Zm00001eb084920",2,"C2"
"Zm00001eb093090",7,"C6"
"Zm00001eb100460",5,"C5"
"Zm00001eb078200",2,"C2"
"Zm00001eb107620",3,"C4"
"Zm00001eb086060",3,"C4"
"Zm00001eb111200",2,"C2"
"Zm00001eb074030",3,"C4"
"Zm00001eb101860",7,"C6"
"Zm00001eb090700",7,"C6"
"Zm00001eb066100",7,"C6"
"Zm00001eb074680",2,"C2"
"Zm00001eb116750",3,"C4"
"Zm00001eb098110",2,"C2"
"Zm00001eb086790",2,"C2"
"Zm00001eb100310",2,"C2"
"Zm00001eb083750",6,"C1"
"Zm00001eb110600",2,"C2"
"Zm00001eb106750",2,"C2"
"Zm00001eb096290",2,"C2"
"Zm00001eb096530",3,"C4"
"Zm00001eb065870",2,"C2"
"Zm00001eb100230",4,"C3"
"Zm00001eb096900",5,"C5"
"Zm00001eb117040",6,"C1"
"Zm00001eb118210",2,"C2"
"Zm00001eb112030",2,"C2"
"Zm00001eb099000",2,"C2"
"Zm00001eb065570",3,"C4"
"Zm00001eb095630",2,"C2"
"Zm00001eb078490",3,"C4"
"Zm00001eb077780",2,"C2"
"Zm00001eb101990",3,"C4"
"Zm00001eb075200",3,"C4"
"Zm00001eb076050",3,"C4"
"Zm00001eb073310",3,"C4"
"Zm00001eb075310",5,"C5"
"Zm00001eb110620",6,"C1"
"Zm00001eb086650",2,"C2"
"Zm00001eb078350",2,"C2"
"Zm00001eb077100",6,"C1"
"Zm00001eb071940",6,"C1"
"Zm00001eb111600",2,"C2"
"Zm00001eb082000",6,"C1"
"Zm00001eb097990",6,"C1"
"Zm00001eb097030",2,"C2"
"Zm00001eb070960",6,"C1"
"Zm00001eb068520",2,"C2"
"Zm00001eb079200",6,"C1"
"Zm00001eb101890",2,"C2"
"Zm00001eb067810",2,"C2"
"Zm00001eb085420",3,"C4"
"Zm00001eb116020",2,"C2"
"Zm00001eb089670",7,"C6"
"Zm00001eb079590",2,"C2"
"Zm00001eb094670",2,"C2"
"Zm00001eb093460",2,"C2"
"Zm00001eb108470",2,"C2"
"Zm00001eb087060",2,"C2"
"Zm00001eb109330",3,"C4"
"Zm00001eb087280",6,"C1"
"Zm00001eb069640",2,"C2"
"Zm00001eb088630",2,"C2"
"Zm00001eb084890",2,"C2"
"Zm00001eb117470",2,"C2"
"Zm00001eb088180",6,"C1"
"Zm00001eb110590",6,"C1"
"Zm00001eb105060",2,"C2"
"Zm00001eb114200",6,"C1"
"Zm00001eb075910",3,"C4"
"Zm00001eb103890",2,"C2"
"Zm00001eb084660",2,"C2"
"Zm00001eb092800",2,"C2"
"Zm00001eb116370",2,"C2"
"Zm00001eb116270",6,"C1"
"Zm00001eb094410",7,"C6"
"Zm00001eb101410",5,"C5"
"Zm00001eb072560",2,"C2"
"Zm00001eb107760",1,"C7"
"Zm00001eb113470",2,"C2"
"Zm00001eb085820",7,"C6"
"Zm00001eb107890",7,"C6"
"Zm00001eb100840",5,"C5"
"Zm00001eb087020",2,"C2"
"Zm00001eb066530",1,"C7"
"Zm00001eb065790",7,"C6"
"Zm00001eb089720",6,"C1"
"Zm00001eb067450",6,"C1"
"Zm00001eb066330",3,"C4"
"Zm00001eb110270",2,"C2"
"Zm00001eb080950",5,"C5"
"Zm00001eb071170",3,"C4"
"Zm00001eb108400",2,"C2"
"Zm00001eb065970",3,"C4"
"Zm00001eb074060",2,"C2"
"Zm00001eb083240",2,"C2"
"Zm00001eb073620",6,"C1"
"Zm00001eb097890",2,"C2"
"Zm00001eb105970",7,"C6"
"Zm00001eb066650",6,"C1"
"Zm00001eb101710",3,"C4"
"Zm00001eb086720",2,"C2"
"Zm00001eb066020",2,"C2"
"Zm00001eb105020",7,"C6"
"Zm00001eb097670",7,"C6"
"Zm00001eb115270",6,"C1"
"Zm00001eb105130",2,"C2"
"Zm00001eb117560",2,"C2"
"Zm00001eb082130",4,"C3"
"Zm00001eb107730",3,"C4"
"Zm00001eb083950",3,"C4"
"Zm00001eb093550",2,"C2"
"Zm00001eb084120",2,"C2"
"Zm00001eb095480",2,"C2"
"Zm00001eb087380",3,"C4"
"Zm00001eb118030",3,"C4"
"Zm00001eb071110",3,"C4"
"Zm00001eb111570",2,"C2"
"Zm00001eb105490",6,"C1"
"Zm00001eb100610",6,"C1"
"Zm00001eb083640",2,"C2"
"Zm00001eb075320",4,"C3"
"Zm00001eb103500",2,"C2"
"Zm00001eb085110",2,"C2"
"Zm00001eb093270",3,"C4"
"Zm00001eb067320",2,"C2"
"Zm00001eb070550",7,"C6"
"Zm00001eb070280",1,"C7"
"Zm00001eb076190",1,"C7"
"Zm00001eb118340",6,"C1"
"Zm00001eb102310",2,"C2"
"Zm00001eb071030",2,"C2"
"Zm00001eb077910",2,"C2"
"Zm00001eb116880",4,"C3"
"Zm00001eb079790",1,"C7"
"Zm00001eb117050",3,"C4"
"Zm00001eb105730",2,"C2"
"Zm00001eb111390",5,"C5"
"Zm00001eb078810",3,"C4"
"Zm00001eb075610",2,"C2"
"Zm00001eb071930",5,"C5"
"Zm00001eb100130",7,"C6"
"Zm00001eb108090",2,"C2"
"Zm00001eb106830",7,"C6"
"Zm00001eb097150",2,"C2"
"Zm00001eb069490",6,"C1"
"Zm00001eb084520",1,"C7"
